time,water_depth_basin1,water_depth_basin2,orifice_setting,rain,forecast_low,forecast_high,forecast_int,water_depth_stream1_reported,water_depth_stream1_true,nn_active
2019-09-08 01:00,0.4835536473245198,0.053920860596979724,0.2499999999999999,0.0,361,361,0.0,0.02291859929514199,0.02291859929514199,0
2019-09-08 01:30,0.47796930435733953,0.05342963939883345,0.2499999999999999,0.0,361,361,0.0,0.02279233765243647,0.02279233765243647,0
2019-09-08 02:00,0.47225332283958016,0.052946091254987886,0.2499999999999999,0.0,361,361,0.0,0.022666711808134846,0.022666711808134846,0
2019-09-08 02:30,0.46640727088854594,0.05247000599773698,0.2499999999999999,0.0,361,361,0.0,0.022541696942907717,0.022541696942907717,0
2019-09-08 03:00,0.4604325849643413,0.05200117931206748,0.2499999999999999,0.0,361,361,0.0,0.02241726774749793,0.02241726774749793,0
2019-09-08 03:30,0.4543305747408866,0.05153941245622406,0.2499999999999999,0.0,361,361,0.0,0.022293398390442164,0.022293398390442164,0
2019-09-08 04:00,0.448102427664393,0.05108451199034994,1.0,0.0,361,361,0.0,0.022170062481707095,0.022170062481707095,0
2019-09-08 04:30,0.3569493316186646,0.05119107962458988,1.0,0.0,361,361,0.0,0.026353118516254288,0.026353118516254288,0
2019-09-08 05:00,0.2551953793877082,0.05211253099252385,0.2499999999999999,0.0,361,361,0.0,0.028783081209858893,0.028783081209858893,0
2019-09-08 05:30,0.2500093967357367,0.053000313776871776,0.2499999999999999,0.0,361,361,0.0,0.026527566472257517,0.026527566472257517,0
2019-09-08 06:00,0.2449021224659238,0.05309988195752471,0.2499999999999999,0.0,361,361,0.0,0.02476298647507589,0.02476298647507589,0
2019-09-08 06:30,0.239610513260165,0.05241419878545555,0.2499999999999999,0.0,361,361,0.0,0.023519209426614292,0.023519209426614292,0
2019-09-08 07:00,0.23415611725942195,0.05138051535898881,0.2499999999999999,0.0,361,361,0.0,0.022621236464011523,0.022621236464011523,0
2019-09-08 07:30,0.2285554414776054,0.050311185263008575,0.2499999999999999,0.0,361,361,0.0,0.02195734473679592,0.02195734473679592,0
